address,city,hotel_facilities,point_of_interest,property_name,property_type,room_type,hotel_rating
"Opp. Shani Mandir,  Dudhadhari chowk,  Bhopatwala, Haridwar",Haridwar,Airport Transfer Available / Surcharge|Currency Exchange|Doctor on Call|Dry Cleaning|Laundry Service Available|Lobby|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Local Tour / Travel Desk|Major Credit Cards Accepted|24 Hour Front Desk|Luggage Storage|Welcome Drinks|Power Backup|Wake-up Call / Service|Smoking Rooms|Massage Services |Vegetarian Food / Jain Food Available|Extra Person / Child - Share the same room|Taxi Services| Drivers Rest Room|Internet Access Free|Newspapers In Lobby|Family Room|Room Service (24 Hours)|Air / Rail Booking|Courier Service|Internet / Fax (Reception area only)|RO Water Purification System|Outdoor Parking - Secured|Parking Facility|Internet Access|Fire Safety|CCTV|First-Aid Kit at Front Desk|Full Time Operation for All 7 Days|Hotel Trading License|Public Restrooms,Bhoopatwala|Bharat Mata Mandir,Hotel Paradise,Hotel,Silver Room,2.8
"Near Sainik School, Bhilwara Road, Chittorgarh, Rajasthan",Chittorgarh,Doctor on Call|Laundry Service Available|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Locker Facility|Local Tour / Travel Desk|Power Backup|Gardens|Conference Facility |Horse Ride ( Chargeable ) |Car Rental|Food Facility|Internet Access Free|Newspapers In Lobby|Children's Park|Room Service (24 Hours)|Parking Facility|Suites,Bhilwara Road|Gaumukh Reservoir,Hotel Padmini,Hotel,Deluxe Room,3.4
"63/A,LADEN LA ROAD",Darjeeling,Doctor on Call|Laundry Service Available|Lobby|Front Desk|Newspapers In Lobby,Club Side|Mahakal Temple|Southfield College|Governer's House|Keventers|Eden Hospital|Gandhi Road|Bhutia Busty Monastery|Chowk Bazar|St. Josephs College|Gorkha Ranga Mancha Bhawan|Capital Market|Gymkhana Club|Darjeeling Station|Yuma Nursing Home|Planters|Darjeeling Government College|Darjeeling Railway station,Hotel Raj Palace,Hotel,Double Deluxe Room,5
"No.12 A, Covai Road.",Karur,Airport Transfer Available / Surcharge|Babysitting/ Child Care (surcharge)|Banquet Facilities|Business Center |Concierge|Currency Exchange|Doctor on Call|Dry Cleaning|Laundry Service Available|Lobby|Front Desk|Local Tour / Travel Desk|24 Hour Front Desk|Medical Assistance Available|Power Backup|Express Check-In / Check-Out|Catering|Wake-up Call / Service|Conference Facility |Disabled Friendly Rooms|Vegetarian Food / Jain Food Available|Extra Person / Child - Share the same room|Car Rental|Express Laundry|Board Room|Internet Access Free|Newspapers In Lobby| Cook Services|Air / Rail Booking|Baggage Room|Courier Service,Old By Pass Road|Kalyana Venkataramasami Temple|Nerur|Sri Kalyana Pasupatheeswarar Temple|Mayanur,Hotel PLA Amrith Inn,Hotel,Standard,3.7
"Bannimantap main road, Near Highway Circle, Bannimantap Extension",Mysore,Laundry Service Available|Lobby|Power Backup|Transfers Available|Food Facility,Railway Museum|Bus Stand/Railway Station Area|Mysore City Bus Stand|Mysore Railway Station,Hotel Presidency,Hotel,Double Room Non AC,3.4
"Old Commissioner Compound, Ranchi",Ranchi,,Old Commissioner Compound,Hotel Paul Siddhartha,Hotel,Deluxe,
"Uttam Palace, 3, Sapru Marg, Lucknow",Lucknow,Doctor on Call|Front Desk|Parking Facility|Restaurant|Room Service,The Lucknow Zoo|Latouche road|Badshahnagar Railway Station|University of Lucknow|Lucknow Golf Club|Indira Gandhi Eye Hospital &amp; Research Centre|Tomb of Saadat Ali Khan Bahadur|Hasanganj Railway Station|Museum of Archaeology|K.K. Hospital|Vidhansabha|Shaheed Smarak|Moti Mahal|Sufaid Baradari|Chattar Manzil|Sikandar Bagh|Hazratganj,Hotel Presidency INN,Hotel,Standard Room,
Parade Kothi Cantt,Varanasi,Airport Transfer Available / Surcharge|Banquet Facilities|Business Center |Doctor on Call|Internet Access - Surcharge|Laundry Service Available|Lift / Elevator|Lobby|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Secretarial Services|24 Hour Front Desk|Medical Assistance Available|Power Backup|Gardens|Wake-up Call / Service|Conference Facility |Fax Machine|Cell Phone Rental|Massage Services |Extra Person / Child - Share the same room|Village Visit ( Chargeable )|Taxi Services|Internet Access Free|Newspapers In Lobby|Party hall|Air / Rail Booking|Guide / Sightseeing Service|Parking Facility|Room Service|Fire Safety|CCTV,Bharat Mata Temple|Cantt Railway Station,Hotel Pratap Palace,Hotel,Executive Room,3.4
"Jetalpur Bridge, Orient Business Center, Opposite Suraj Plaza, Sayajiganj, Vadodara",Vadodara,Doctor on Call|Parking Facilities Available|Front Desk|24 Hour Front Desk|Smoking Area |Parking Facility|Fire Safety|First-Aid Kit at Front Desk|Public Restrooms,Vadodara Railway Station|Maharaja Fateh Singh Museum|Sri Aurobindo Niwas|MS University of Baroda|Sursagar Talav|Sayaji Gunj|Sayaji Baug|Vadodara Airport,Hotel Radiant,Hotel,AC-Room,
"No.5, Lake View Road,  ( Opp .Apollo Hospital) K.K.Nagar,  Madurai",Madurai,Banquet Facilities|Currency Exchange|Doctor on Call|Laundry Service Available|Lift / Elevator|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Local Tour / Travel Desk|Major Credit Cards Accepted|24 Hour Front Desk|Air-Conditioning - Central|Power Backup|Conference Facility |Room Service (24 Hours)|Internet / Fax (Reception area only)|Parking Facility,Meenakshi Amman Temple|Thirumalai Naicker Palace|Vandiyur Lake Area|Pudur Bus Stand|Anna Nagar Bus Stop|Mattuthavani Bus Stand,Hotel Rajadhane,Hotel,Standard Non A/C,4.3
"SCO no 1092-93, Sector 22 B",Chandigarh,"Doctor on Call|Laundry Service Available|Lobby|Parking Facilities Available|Front Desk|Locker Facility|Local Tour / Travel Desk|24 Hour Front Desk|Welcome Drinks|Kitchen available (home cook food on request)|Pick Up and Drop (Rly Station, Bus Stand, Temple)|Room Service (24 Hours)",,Hotel Punjab Palace,Hotel,Semi Deluxe Room,3.7
"Hotel Pine Grove, Hadimba Mata Road, Distt. Kullu",Manali,Doctor on Call|Non Smoking Rooms|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Local Tour / Travel Desk|Major Credit Cards Accepted|Gardens|Suitable For Children|Conference Facility,Manu Temple|Manikaran Sahib Religious Centre|Hadimba Devi Temple|VASHISHT SULPHUR HOT WATER SPRINGS|Hadimba Temple|Chandrakhani Pass|Tibetan Monasteries|Hadimba Road|Van Vihar|Lady Willingdon Hospital|Manali Bus Stand|Civil Hospital|Manali 1st Super Market|Club House,Hotel Pine Grove,Hotel,Deluxe Room ( Front Facing ),3.6
Opp.Ayurvedic Hospital,Surat,Currency Exchange|Doctor on Call|Dry Cleaning|Laundry Service Available|Lift / Elevator|Lobby|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Locker Facility|Secretarial Services|Local Tour / Travel Desk|Major Credit Cards Accepted|24 Hour Front Desk|Luggage Storage|Medical Assistance Available|Welcome Drinks|Power Backup|Wake-up Call / Service|Porter / Bellhop|ATM / Banking|Fax Machine|Car Rental|Taxi Services|Food Facility|Internet Access Free|Newspapers In Lobby|Postal / Parcel Services|Air / Rail Booking|Baggage Room|Courier Service|Guide / Sightseeing Service|Internet / Fax (Reception area only)|Parking Facility|Room Service,Sardar Patel Museum|Surat Railway Station|Railway Station Area|Surat Castle,Hotel R B Residency,Hotel,Classic Royal A/c Room,4.1
"New Marine Drive Road, Near Light House, Swargadwar, Puri, Odisha",Puri,Airport Transfer Available / Surcharge|Business Center |Internet Access - Surcharge|Laundry Service Available|Lift / Elevator|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Locker Facility|Power Backup|Gardens|Conference Facility |Internet Access Free|Outdoor Parking - Secured|Parking Facility|Room Service|Public Restrooms,Railway Station|Shree Jagannath Puri temple|Satapada Dolphin Sanctuary|Balighai Beach|Bus Stand|Konark|Siruli Hanuman Temple|Satapada ( Bird Sanctuary)|Pipili|Sakhi Gopal Temple|Shri Jagannath Temple|Marine Drive,Hotel Puri Beach Resort,Hotel,Super Deluxe Ac Room,3.5
Gurdwara Road,Barbil,Doctor on Call|Dry Cleaning|Laundry Service Available|Lift / Elevator|Lobby|Parking Facilities Available|Multi Cuisine Restaurant,Gurdwara Road,Hotel Prateek,Hotel,Ac Executive Room,3.5
"Gate No-1, Gali No-1, Chandigarh, Chandigarh - 160001, Opposite Railway Station",Chandigarh,Doctor on Call|Parking Facilities Available|Front Desk,Others|Chandigarh Railway Station,Hotel preet lodge,Hotel,Deluxe Room,1
"2, Bengali Library Road, Dehradun City",Dehradun,,Clock Tower|Others,Hotel Pathik,Hotel,standard,
"graham Bazar, A T Road, Dibrugarh Ho, Dibrugarh - 786001, Near Astha Hospital",Dibrugarh,Doctor on Call|Front Desk|Parking Facility|Public Restrooms,"Marvadi Patti,Puja Ghat|Dibrugarh Airport",Hotel Prince,Hotel,Double deluxe room,2.7
"Near Patidar Hospital, Freeganj, Ujjain",Ujjain,Doctor on Call|Laundry Service Available|Lift / Elevator|Lobby|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |24 Hour Front Desk|Luggage Storage|Medical Assistance Available|Power Backup|Car Rental|Internet Access Free|Newspapers In Lobby|Room Service (24 Hours)|Air / Rail Booking|Baggage Room|Parking Facility|Internet Access|Restaurant|Room Service|Fire Safety|CCTV|Full Time Operation for All 7 Days,Freeganj Area|Mahakal Temple|Bade Ganeshji Ka Mandir,Hotel Raj Palace,Hotel,Luxury A/c Room,1.9
Ringkingpong Road Below Kpg College Kalimpong,Kalimpong,Airport Transfer Available / Surcharge|Concierge|Doctor on Call|Dry Cleaning|Internet Access - Surcharge|Laundry Service Available|Lobby|Non Smoking Rooms|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Local Tour / Travel Desk|24 Hour Front Desk|Medical Assistance Available|Welcome Drinks|Power Backup|Gardens|Fax Machine|Internet Access Free|Newspapers In Lobby|Room Service (24 Hours),Bagdogra Airport|New Jalpaiguri Railway Station|Gangtok|Samco Ropeway|Rin King Pong Road|Crockety|Galingka,Hotel Parijat,Hotel,Deluxe Double Bed Room,4.3
"Agra Road, Dausa Ho, Opposite Girraj Mandir Near Shree Krishna Garden",Dausa,Doctor on Call|Parking Facilities Available|Front Desk|Room Service|First-Aid Kit at Front Desk,Near Roadways Bus Depot,Hotel R World,Hotel,Standard Room,1
"Lava -West Bengal, India",Darjeeling,Doctor on Call,Others,"Hotel Parkar,Lava",Hotel,Double Deluxe,
"T R Phukan Road, Near Bongaigaon Railway Station",Bongaigaon,Doctor on Call|Parking Facilities Available|Front Desk|Public Restrooms,Other,Hotel Raj Palace,Hotel,Ac Room,2.5
"opp.railway station,plot no.515,village daria,chandigarh",Chandigarh,Doctor on Call|Parking Facilities Available|Luggage Storage|Doorman|ATM / Banking,Chandigarh Airport|Centra Mall|Others,Hotel Rajesh Palace 2,Hotel,AC-Room,
"Dudhadhari Chowk,Inder Enclave, Phase-I, Bhupatwala",Haridwar,Doctor on Call|Laundry Service Available|Lift / Elevator|Lobby|Parking Facilities Available|Front Desk|Local Tour / Travel Desk|24 Hour Front Desk|Luggage Storage|Doorman|Power Backup|Wake-up Call / Service|Taxi Services|Room Service (24 Hours),Udan Khatola|GURUKUL KANGARI UNIVERSITY|Haridwar Railway Station|Bhoopatwala|Haridwar Sports Stadium|Kanya Gurukul|Ramakrishna Mission Hospital,Hotel Pearl,Hotel,Standard Deluxe Room,2.9
"Near Hussain Pura Chowk, Shivala Road",Amritsar,"Airport Transfer Available / Surcharge|Business Center |Currency Exchange|Doctor on Call|Dry Cleaning|Internet Access - Surcharge|Laundry Service Available|Lift / Elevator|Lobby|Non Smoking Rooms|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Non Smoking Hotel|Local Tour / Travel Desk|Major Credit Cards Accepted|24 Hour Front Desk|Luggage Storage|Doorman|Medical Assistance Available|Air-Conditioning - Central|Welcome Drinks|Power Backup|Wedding Services Facility|Dance Performances (on demand)|Multi Lingual Staff|Wake-up Call / Service|Porter / Bellhop|Suitable For Children|Separate Sitting Area|Grocery|Conference Facility |Smoking Rooms|Access Via Exterior Corridors|ATM / Banking|Kitchen available (home cook food on request)|Multi - Line Phone|Pick Up and Drop (Rly Station, Bus Stand, Temple)|Smoking Area |Open Air Restaurant / Dining |Veg / Non Veg Kitchens Separate |In House Events |Vegetarian Food / Jain Food Available|Extra Person / Child - Share the same room|Village Visit ( Chargeable )|Car Rental|Express Laundry|Water Dispenser Available|Taxi Services|Food Facility| Drivers Rest Room|Internet Access Free|Newspapers In Lobby|Electronic Check-Out|Postal / Parcel Services|Family Room|Room Service (24 Hours)| Cook Services|Party hall|Air / Rail Booking|STD / ISD|Baggage Room|Courier Service|Guide / Sightseeing Service|Adjoining Rooms|RO Water Purification System|Outdoor Parking - Secured|Parking Facility|Internet Access|Restaurant|Room Service|Fire Safety",Golden Temple|Bus Stand|Golden Temple Area|Amritsar Bus Stand|Town Hall|ESI Hospital|Lawrence Road,Hotel Puri Palace,Hotel,Luxury Room,4.3
"Dongarpur, Behind Village royal, near Doflin circle, calangute",Goa,Airport Transfer Available / Surcharge|Doctor on Call|Laundry Service Available|Non Smoking Rooms|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Locker Facility|24 Hour Front Desk|Welcome Drinks|Power Backup|Conference Facility |Smoking Rooms|Extra Person / Child - Share the same room|Taxi Services|Newspapers In Lobby|Family Room|Room Service (24 Hours)| Cook Services|Parking Facility,"North Goa|Calangute Bus Stand|Calangute Area|Calangute Beach|Baga Beach|Candolim Beach|Candolim Bus Stop|Titos lane, baga",Hotel Parth Inn,Hotel,Standard Room,3.4
Out Side Delhi Gate,Ajmer,Doctor on Call|Parking Facilities Available|Front Desk|RO Water Purification System|Outdoor Parking - Secured|Parking Facility|Room Service|Fire Safety|Fire Exit Signs|First-Aid Kit at Front Desk,,Hotel Pakeeza,Hotel,double bed ac room,
"Near Bus stand, Amravati road,Burhanpur",Burhanpur,Laundry Service Available|Lift / Elevator|Parking Facilities Available|24 Hour Front Desk|Power Backup|Gardens|Conference Facility |Internet Access Free|Newspapers In Lobby|Room Service (24 Hours)|Parking Facility,Bus Stand,HOTEL PANCHVATI,Hotel,AC Deluxe Room,1
"Chotagola, A.T. Road, Dibrugarh- 786001, Assam, India",Dibrugarh,,"Marvadi Patti,Puja Ghat|Dibrugarh Airport",Hotel Rajawas,Hotel,DELUXE ROOM,
"Ashrali Complex, Ambavadi, Near Alico Mill, Opposite Sardar Patel Market, Behrampura, Ahmedabad, Gujarat 380022",Ahmedabad,Doctor on Call|Parking Facilities Available,Geeta Mandir Bus Stop|Sidi Saiyad Masjid|Paldi Bus Terminus|Vadilal Sarabhai Hospital|National Institute of Design|Lal Darwaja AMTS Bus Terminus|Ahmedabad Central Bus Station|Ring Road|Teen Darwaja|Bhadra Fort|HCG Multi Specialty Hospital|Delhi Darwaja Gate|Ellis Bridge|Ahmedabad Institute Of Medical Services Hospital,Hotel Peace,Hotel,AC Room,4
"Saras Chauraha, Near Bird Sanctuary",Bharatpur,Doctor on Call|Laundry Service Available|Lobby|Front Desk|Multi Cuisine Restaurant |Power Backup|Gardens|Internet Access Free|Room Service (24 Hours)|Parking Facility,Keoladeo National Park|Lohagarh Fort,Hotel Raj Palace,Hotel,Premier Room,2.8
Near H.P.O. Chittorgarh,Chittaurgarh,Banquet Facilities|Bar / Lounge |Doctor on Call|Dry Cleaning|Laundry Service Available|Lobby|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Local Tour / Travel Desk|24 Hour Front Desk|Welcome Drinks|Conference Facility |Food Facility|Newspapers In Lobby|Room Service (24 Hours)|Parking Facility,Gaumukh Reservoir|H.P.O.|Chittorgarh Fort|Kirti Stambh|Kalika Mata Temple,Hotel Pratap Palace,Hotel,Executive Deluxe,3.9
"125/a, 130/b, 5th block khb colony Koramangala, Bangalore",Bangalore,Doctor on Call|Dry Cleaning|Internet Access - Surcharge|Laundry Service Available|Lift / Elevator|Lobby|Parking Facilities Available|Front Desk|Locker Facility|Non Smoking Hotel|Valet service|24 Hour Front Desk|Luggage Storage|Doorman|Power Backup|Express Check-In / Check-Out|Wake-up Call / Service|Separate Sitting Area|Smoking Rooms|Fax Machine|Fire Place Available |Car Rental|Express Laundry|Food Facility|Internet Access Free|Newspapers In Lobby|Family Room|STD / ISD|Baggage Room|Parking Facility|Internet Access|Restaurant|Room Service|CCTV|Hotel Trading License|Public Restrooms|Suites,Ulsoor Lake|Koramangala|Banasawadi Railway Station|Arya Samaj Mandir|CMR Bangalore School of Business|Indira Nagar Post Office|Indira Nagar Bus Depot Stop,Hotel Pent House,Hotel,Executive  Room,
"Hotel, Paying Guest. Ac/Delux (Food , Lodging).Ukil Para. Jalpaiguri. West Bengal. Pin code - 735101",Jalpaiguri,Business Center |Doctor on Call|Health Club / Gym Facility Available|Internet Access - Surcharge|Laundry Service Available|Lobby|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Locker Facility|Local Tour / Travel Desk|Major Credit Cards Accepted|24 Hour Front Desk|Doorman|Power Backup|Gardens|Catering|Coffee Shop / Cafe|Conference Facility |Cell Phone Rental|Safari|Transfers Available|Car Rental|Food Facility|Internet Access Free|Room Service (24 Hours)|Parking (Surcharge)| Cook Services|Air / Rail Booking|Baggage Room|Outdoor Parking - Secured|Parking Facility|Room Service,Jalpaiguri Others,HOTEL PAYING GUEST,Hotel,Standard Double Room,3.1
"PANCHWATI COLONY,PandhriNath Marg,",Maheshwar,Internet Access - Surcharge|Parking Facilities Available|Front Desk|Conference Facility |Internet Access Free|Newspapers In Lobby|Internet Access,Sahastradhara Road,Hotel Panchwati Palace,Hotel,Deluxe AC Room,5
"Saumya Hotel, Sikar Ho, Sikar - 332001, Near Railway Station Near Kalyan Circle	(Map)",Sikar,,Station Road,Hotel Radhaswami,Hotel,Standard Room,
Chandanwari Amarnath Ji Road Pahalgam Anantnag Near masjid sharief  on left side of road,Pahalgam,Currency Exchange|Dry Cleaning|Internet Access - Surcharge|Lobby|Multi Cuisine Restaurant |Local Tour / Travel Desk|Newspapers In Lobby,Pahalgam Market|Chandanwari|Aru Valley|Chandanwari Road,Hotel Pahalgam Duke,Hotel,Deluxe Room,2.5
"169, T.P. Area, Opp. PGR MoviLand.",Tirupati,Currency Exchange|Doctor on Call|Dry Cleaning|Internet Access - Surcharge|Laundry Service Available|Lobby|Parking Facilities Available|Front Desk|Local Tour / Travel Desk|24 Hour Front Desk|Power Backup|Wake-up Call / Service|Food Facility|Internet Access Free|Newspapers In Lobby|Room Service (24 Hours)|Outdoor Parking - Secured|Parking Facility,R S Shopping Mall|Tirumala Tirupati Devasthanam|Titupati Railway Station|T P Area|Tirupati Bus Stand,Hotel Pasuparthy Residency,Hotel,Standard Ac Room,4
"Bird Sanctuary Road, Bharatpur",Bharatpur,Swimming Pool|Currency Exchange|Doctor on Call|Dry Cleaning|Internet Access - Surcharge|Laundry Service Available|Lobby|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Local Tour / Travel Desk,Keoladeo National Park|Lohagarh Fort,Hotel Pratap Palace,Hotel,Semi Deluxe,3.3
